There were varying degrees of Romanization throughout Roman Dacia.	Houve vários graus de romanização em toda a Dácia romana.
The prop department had two weeks to create the book before it was needed for filming the episode, with the final book assembled by a bookbinder using aged, vellum pages that were filled with text and illustrations inspired by Leonardo DaVinci's Vitruvian Man.	O departamento de cenografia teve duas semanas para criar o livro antes que ele fosse necessário para gravar o episódio, com o livro final montado por um encadernador usando páginas de pergaminho envelhecidas que foram preenchidas com texto e ilustrações inspirados no Homem Vitruviano de Leonardo da Vinci.
The episode reveals that Mace became a public hero after the bombing of a United Nations meeting in Vienna, an event depicted in Captain America: Civil War.	O episódio revela que Mace tornou-se um herói público depois do bombardeio de uma reunião das Nações Unidas em Viena, um evento exibido em Capitão América: Guerra Civil.
Mace was one of the many diplomats at the meeting, and was photographed saving another's life.	Mace foi um dos vários diplomatas presentes na reunião, além de ser fotografado salvando a vida de outras pessoas.
However, the episode does indicate that Mace may not be telling the truth about this.	No entanto, o episódio dá a entender que Mace pode não estar falando a verdade sobre isso.
"Lockup" was first aired in the United States on ABC on October 25, 2016.	“Lockup” foi ao ar pela primeira vez nos Estados Unidos pela ABC no dia 25 de outubro de 2016.
It began streaming on Netflix, along with the rest of the fourth season, on June 15, 2017.	Começou a ser transmitido na Netflix, juntamente com o resto da quarta temporada, no dia 15 de junho de 2017.
In the United States the episode received a 0.8/3 percent share among adults between the ages of 18 and 49, meaning that it was seen by 0.8 percent of all households, and 3 percent of all of those watching television at the time of the broadcast.	Nos Estados Unidos, o episódio recebeu uma participação percentual de 0,8/3 entre os adultos dos 18 aos 49 anos, o que significa que foi visto por 0,8% de todas as famílias e 3% de todos que assistiram à televisão no momento da transmissão.
It was watched by 2.30 million viewers.	Foi assistido por 2,3 milhões de telespectadores.
Within a week of its release, "Lockup" had been watched by 4.55 million U.S. viewers, just above the season average of 4.22 million.	Após uma semana de seu lançamento, “Lockup” havia sido assistido por 4,55 milhões de telespectadores nos EUA, um pouco acima da média da temporada de 4,22 milhões.
Writing for The A.V. Club, Alex McCown-Levy graded the episode a 'B+', calling it "a fast-moving and fun adventure, the kind of race-against-time scenario that remains the series’ strong suit [which] played to the show’s strengths on numerous levels".	Escrevendo para The A.V. Club, Alex McCown-Levy classificou o episódio com um “B+”, chamando-o de “uma aventura rápida e divertida, o tipo de cenário de corrida contra o tempo que continua sendo o ápice da série [que] jogou com os pontos fortes do programa em vários níveis”.
He highlighted Johnson's fight against the prisoners, and Woods' direction of that scene, as well as the heart-to-heart between Johnson and May.	Ele destacou a luta de Johnson contra os prisioneiros e a direção de Woods desta cena, bem como a conversa franca entre Johnson e May.
McCown-Levy also felt "the show is having the most narratively efficient season yet, effectively balancing mission-of-the-week adventures with the longer plots", but was critical of Lucy and the low stokes of the villains.	McCown-Levy também sentiu que “o programa está tendo a temporada mais narrativamente eficiente até agora, equilibrando efetivamente as aventuras da missão da semana com os enredos mais longos”, mas criticou Lucy e a falta de energia dos vilões.
Most of the skeleton is preserved, the bones still attached to each other in their original anatomical position.	A maior parte do esqueleto foi preservada, os ossos ainda presos uns aos outros em sua posição anatômica original.
The tail, hind feet, and hind portion of the pelvis had eroded away before the mummy was discovered.	A cauda, as patas traseiras e a parte traseira da pélvis haviam erodido antes que múmia fosse descoberta.
Fossils often become flattened during fossilization, but AMNH 5060 is preserved three-dimensionally, without significant deformation.	Os fósseis ficam geralmente achatados durante a fossilização, mas o AMNH 5060 foi preservado tridimensionalmente, sem deformação significativa.
The specimen was found lying on its back, with head and neck twisted upwards, backwards, and to the right side of the body.	O espécime foi achado deitado de costas, com a cabeça e o pescoço torcidos para cima, para trás e para o lado direito do corpo.
Both knees are drawn forwards, while the forelimbs are outstretched.	Ambos os joelhos estão dobrados à frente, enquanto os membros anteriores estão estendidos.
Although the tail curves upwards and forwards over the body in many dinosaur skeletons, it was probably straight in the mummy as movement would have been restricted by ossified tendons.	Embora a cauda se curve para cima e para frente sobre o corpo em muitos esqueletos de dinossauros, é provável que fosse reta na múmia, porque o movimento teria ficado restrito devido aos tendões ossificados.
Almost two-thirds of the total skin area is preserved, often with excellent preservation.	Quase dois terços da área total da pele estão preservados, muitas vezes com excelente preservação.
The skin impressions are pressed tightly onto the bones, and are partially drawn into the body in between the bones.	As impressões da pele estão pressionadas firmemente nos ossos e ficaram parcialmente depositadas dentro do corpo entre os ossos.
When discovered, skin impressions probably encased the whole skeleton, but were partially destroyed while freeing it from the surrounding rocks.	Quando descobertas, as impressões da pele provavelmente envolviam todo o esqueleto, mas foram parcialmente destruídas quando o libertaram das rochas que o circulavam.
Skin impressions are preserved on the forelimbs, neck and throat, and the chest, as well as on the right side of the trunk.	As impressões da pele estão preservadas nos membros anteriores, pescoço, garganta e peito, bem como no lado direito do tronco.
As well as the skin impressions, Sternberg noted the preservation of muscle impressions.	Além das impressões da pele, Sternberg observou a preservação das impressões musculares.
In 2007, paleontologist Kenneth Carpenter suggested that even impressions of inner organs are possibly preserved; this cannot be evaluated without detailed computer tomography and x-ray analyses.	Em 2007, o paleontólogo Kenneth Carpenter sugeriu que até mesmo as impressões de órgãos internos estavam possivelmente preservadas; isso não pôde ser avaliado sem tomografia computadorizada detalhada e análises de raios-x.
The skin was thin and delicate in relation to the size of the animal.	A pele era fina e delicada em relação ao tamanho do animal.
As typical for dinosaurs, the skin consisted of non-overlapping scales called tubercles.	Como é típico dos dinossauros, a pele consistia em escamas não sobrepostas chamadas tubérculos.
Two sorts of tubercles can be distinguished.	É possível diferenciar dois tipos de tubérculos.
Evenly distributed on the skin were the "ground tubercles", which were small, rounded scales between 1 and 3 mm (0.039 and 0.118 in) in diameter.	Distribuídos uniformemente na pele estavam os “tubérculos achatados”, que eram escamas pequenas e arredondadas entre 1 e 3 mm (0,039 e 0,118 polegadas) de diâmetro.
The larger "pavement tubercles", less than 5 mm (0.20 in) in diameter, were pentagonal in shape, raised relative to the ground tubercles, and arranged in irregular clusters interrupting the surface formed by the lower ground tubercles.	Os “tubérculos poligonais” maiores, com menos de 5 mm (0,20 polegadas) de diâmetro, possuíam forma de pentágono, eram elevados em relação aos tubérculos achatados e dispostos em agrupamentos irregulares interrompendo a superfície formada pelos tubérculos achatados inferiores.
These clusters consisted of between twenty and several hundred individual pavement tubercles, and were bordered by intermediate tubercles which mediated in size and shape between ground and pavement tubercles.	Esses aglomerados consistiam em algo entre 20 e várias centenas de tubérculos poligonais individuais, e eram delimitados por tubérculos intermediários que mediavam em tamanho e forma entre os tubérculos achatados e os poligonais.
