There were varying degrees of Romanization throughout Roman Dacia.	達契亞行省各處都有不同程度的羅馬化。
A spokesman for the SES stated that no warning was given by the BoM at 9 a.m., with the storm's alarming approach; the Service had initially been anticipating the storm's recurvature out to sea, only to receive a flash warning hours later.	一位 SES 發言人表示，BoM 並未在上午 9 點發出任何警示，但當時暴風正步步逼近；該服務一開始預期暴風會轉向出海，但是數小時後才收到緊急警報。
Rowan Kaiser of The A.V. Club gave a positive review, praising the intersecting storylines and the references to the previous season.	《影音俱樂部》的羅文·凱瑟給了正面的評價，讚許交錯的故事情節以及引據前一季的內容。
"More generally, [the plot lines] show that Veronica Mars has created a strong enough world that it can support much higher levels.	「更廣泛地說，[情節] 顯示出《偵探小天后》創造的世界強大到足以支持更高的等級。
I have been, and still somewhat am, dubious about the pace at which this season is moving.	我過去曾 (現在仍有點) 懷疑這一季的發展步調。
But this was a great episode, even with all its density and the fact that it was essentially all setup.	但這一集非常棒，即使它是如此緊湊，而且實際上原本都是設計好的。
And it was great because it was attached to the history of the show so far." Television Without Pity gave the episode an "A".	而且它很棒，因為它連結到此影集至今的歷程。」《不留情面的電視》給這一集「A」。
Price Peterson, writing for TV.com, wrote in his episode verdict that "This episode was great, if way more grim than usual.	為 TV.com 撰稿的普萊斯·彼得森在他的影集評論中寫道「這一集很棒，甚至比平常更殘忍。
Between Abel's offscreen cancer death to Amelia's icy resting place…there was a real whiff of death in this episode." Complex ranked Kim Stolz's cameo on its list of "the 25 worst cameos in TV history." BuzzFeed ranked the episode forty-fifth on its list of the best Veronica Mars episodes, criticizing the Clarence Wiedman plot while writing that "we get to see some prime banter between Logan and Cliff, two of the show’s funniest characters."	從鏡頭外亞伯因癌症死亡，到愛米莉亞冰冷的安息之地……這一集有一股真實的死亡氣息。」《Complex》將基姆·斯托爾茲列入其「電視史上最差近的 25 個客串」名單中。BuzzFeed 將該集列為最佳《偵探小天后》影集清單中的第四十五名，在批判克拉倫斯·威德曼情節的同時寫道「我們看到了影集中最有趣的兩個角色──羅根和克里夫之間一些相當優質的逗趣內容。」
The peoples known to us as the Angles, Saxons, Jutes and Frisians, began to arrive in Britain in the 5th century.	我們所知的盎格魯人、薩克遜人、朱特人和弗里斯蘭人在第 5 世紀開始抵達英國。
By 600, a number of kingdoms had begun to form in southern and eastern Britain, and by the beginning of the seventh century, southern England was almost entirely under their control.	到了 600 年，英國南部和東部開始形成數個王國，到第七世紀初時，英格蘭南部幾乎完全在他們的控制之下。
Tytila was a member of the Wuffingas family, the ruling dynasty of the Kingdom of the East Angles that was named after his father Wuffa.	泰提拉是沃芬加斯家族的成員之一；該家族是東盎格魯王國的統治王朝，以他父親沃法命名。
The Wuffingas may have been descendants of an earlier Scandinavian dynasty.	沃芬加斯家族可能是早期斯堪地那維亞王朝的後代。
Both he and his father are semi-historical figures.	他和他的父親都是半個歷史人物。
The Victorian ethnologist John Beddoe noted the similarity between the name Tytila and that of Totila, an Ostrogoth king.	維多利亞時代民族學者約翰·貝德注意到，泰利亞這個名字和東哥德國王托帝拉的名字之間有所相似。
Tytila is included in a number of different tallies.	許多不同的記錄中都將泰提拉納入其中。
The 9th century Welsh monk Nennius, in his Historia Brittonum, also lists Tytila, naming him as the father of Eni of East Anglia: '...Uffa, who begat Tytillus, who begat Eni,...' whilst relating the origin of the kings of East Anglia.	第 9 世紀威爾斯僧侶內尼厄斯在他的《不列顛人的歷史》中也將泰提拉稱作西盎格魯厄尼的父親：「...Uffa, who begat Tytillus, who begat Eni,...」，同時敘述了東盎格魯國王發源地。
Tytila is included in an East Anglian royal tally that lists the ancestors of Ælfwald and that names many, but not all, of the early East Anglian kings.	泰提拉被納入東盎格魯皇家記錄中；該記錄列出了阿爾夫瓦德的祖先，也列出多位 (但非全部) 早期的東盎格魯國王。
The tally, which forms part of the Anglian collection, comes from the 12th century Textus Roffensis.	該記錄成為來自 12 世紀 Textus Roffensis 之《盎格魯記載》的一部分。
In October 2016, Marvel confirmed that main cast members Clark Gregg as Phil Coulson, Ming-Na Wen as Melinda May, Chloe Bennet as Daisy Johnson / Quake, Iain De Caestecker as Leo Fitz, Elizabeth Henstridge as Jemma Simmons, Henry Simmons as Alphonso "Mack" MacKenzie, and John Hannah as Holden Radcliffe would be starring in the episode.	2016 年 10 月，漫威確認了主要劇組成員克拉克·格雷格 (飾演菲爾·考森)、溫明娜 (飾演梅琳達·梅)、汪可盈 (飾演黛西·約翰森/震波女)、伊恩·德·卡斯泰克 (飾演里奧·費茲)、伊麗莎白·韓斯翠奇 (飾演潔瑪·西蒙斯)、亨利·西蒙斯 (飾演艾爾方索·「麥克」·麥肯齊)，以及約翰·漢納 (飾演霍登·瑞克里夫) 將在該集中演出。
Also revealed was the guest cast for the episode, including Jason O'Mara as Director Jeffrey Mace, Gabriel Luna as Robbie Reyes, Parminder Nagra as Senator Nadeer, Maximilian Osinski as Agent Davis, Patrick Cavanaugh as Burrows, Jose Zuniga as Eli Morrow, Kerr Smith as Joseph Bauer, James Edson as Warden Green, Ricardo Walker as Agent Prince, Sky Soleil as corrections officer, Rolando Molina as Santino, Brandon Keener as Harlan, Jermaine Jacox as ferocious watchdog, Lilli Birdsell as Lucy Bauer, Ward Roberts as Hugo, Usman Ally as Vincent and Devin Barry as producer.	同時也揭露了這一集的嘉賓陣容，包括傑森·歐瑪拉 (飾演局長傑弗里·梅斯)、蓋布瑞·盧納 (飾演惡靈騎士)、帕敏德·娜格拉 (飾演參議員納迪爾)、麥西米利安·奧辛斯基 (飾演特工戴維斯)、派崔克·卡凡納 (飾演伯羅斯)、荷西·祖尼加 (飾演埃利·莫羅)、科爾·史密斯 (飾演喬瑟夫·鮑爾)、詹姆斯·艾德森 (飾演典獄長格林)、里卡多·沃克 (飾演特工普林斯)、史蓋·索雷耶 (飾演獄警)、羅蘭多·莫里納 (飾演桑提諾)、布蘭登·基納 (飾演哈倫)、傑曼·傑考克斯 (飾演殘酷的看門狗)、莉莉·伯德塞爾 (飾演露西·鮑爾)、沃德·羅伯茲 (飾演雨果)、烏斯曼·阿利 (飾演文森)，以及德文·貝瑞 (飾演製造者)。
O'Mara, Luna, Nagra, Osinski, Cavanaugh, Zuniga, Smith, Walker, Birdsell, Roberts, and Ally reprise their roles from earlier in the series.	歐瑪拉、盧納、娜格拉、奧辛斯基、卡凡納、祖尼加、史密斯、沃克、伯德賽爾、羅伯茲和阿利都是繼先前該系列影集之後再次演出其角色。
George Stephanopolous also appears in the episode, as himself.	喬治·史蒂芬諾波洛斯也在該影集中出現，飾演他自己。
The episode's prison setting was realized with a mixture of location filming at a real prison, and constructed sets.	該影集的監獄場景是以真實監獄的外景拍攝和建構場景混合製成。
The first scene shot for the episode was the heart-to-heart between Johnson and May.	該集的第一個場景鏡頭是強森和梅之間的交心對談。
As big fans of Stephen King, the writers had the character Santino read a Spanish version of King's book Pet Sematary while in his jail cell.	編劇們是史蒂芬·金的超級粉絲，因此讓桑提諾的角色在牢房時閱讀金所寫的《禁入墳場》一書的西班牙文版。
For the prop of the Darkhold, introduced in this episode, Lilla suggested that the book's cover should feature the word "Darkhold" as an ambigram, with the series' props department designing a new font to achieve this.	至於本集所介紹的黑暗神書道具，莉拉建議該書的封面應特別以對稱字的方式顯示「Darkhold」字樣，因此影集的道具部門設計了新的字體來實現此目標。
The prop department had two weeks to create the book before it was needed for filming the episode, with the final book assembled by a bookbinder using aged, vellum pages that were filled with text and illustrations inspired by Leonardo DaVinci's Vitruvian Man.	在影集拍攝需要用到這本書之前，道具部門有兩週的時間創作，而最終的書本是由裝訂商使用古老的牛皮紙頁裝訂而成，頁面上寫滿靈感來自李奧納多·達文西之《維特魯威人》的文字和插圖。
