There were varying degrees of Romanization throughout Roman Dacia.	Havia vários graus de romanização na Dácia Romana.
After Clint Eastwood's speech at the 2012 Republican National Convention, which featured Eastwood talking to an empty chair representing President Barack Obama, a modified version of the image with the caption, "Old man yells at chair", was used in an internet meme.	Após o discurso de Clint Eastwood na Convenção Nacional Republicana de 2012, na qual Eastwood falava para uma cadeira vazia que representava o presidente Barack Obama, uma versão modificada da imagem com a legenda "Velho grita com cadeira", foi utilizada como meme na Internet.
The story crosses the paths of characters from various social and ethnic groups in Los Angeles.	A história cruza os caminhos de personagens de vários grupos sociais e étnicos em Los Angeles.
Forty of the ensemble cast have significant speaking roles, but none takes the part of a main protagonist.	Quarenta membros de todo o elenco têm papéis com falas significativas, mas nenhum representa um protagonista principal.
The story takes place in 1989, against the backdrop of the city's racial tensions of the era and the US invasion of Panama.	A história ocorre em 1989, tendo como pano de fundo as tensões raciais da época na cidade e a invasão dos EUA ao Panamá.
At the nominal center is a punk band called Love and Rockets, which shares its name with the English band; the punk band complains stole the name from them (the real-life band formed in 1985 and took its name from the Hernandez's comic book). The band is slated to appear at a party at the bass player's upper-class mother's home, but the performance never takes place in the story.	No centro nominal, encontra-se um grupo de punk chamado Love and Rockets, que partilha o seu nome com o grupo inglês; o grupo de punk queixa-se de lhe terem roubado o nome (o grupo real formou-se em 1985 e retirou o nome do livro de banda desenhada de Hernandez). Está previsto que o grupo apareça numa festa na casa aristocrática da mãe do baixista, mas a performance nunca ocorre na história.
Rather, the story quickly transitions from character to character, revealing details of each one's personality traits and ethnic, class, sexual, and subcultural backgrounds.	Em vez disso, a história transita rapidamente de personagem para personagem, revelando detalhes dos traços de personalidade, bem como as origens étnicas e os antecedentes de classe, sexuais e subculturais de cada uma.
The story builds in complexity to a chaotic alcohol- and drug-fueled party in which someone almost gets killed; the turbulent narrative then calms and slows into a sequence of wordless panels that pan out into the cosmos.	A história aumenta em complexidade numa festa caótica, cheia de álcool e drogas, na qual alguém quase morre; a narrativa turbulenta, então, acalma-se e abranda para uma sequência de painéis sem palavras que desenvolvem para o cosmos.
On its release, reviewer Anne Rubenstein praised Love and Rockets X for expanding the "aesthetic possibilities of graphic narrative"; she recommended it as a starting point for new Love and Rockets readers daunted by the complexity of the earlier stories, and called it "as essential as the rest of the Hernandez canon".	No seu lançamento, Anne Rubenstein elogiou Love and Rockets X por expandirem as "possibilidades estéticas da narrativa gráfica"; ela recomendou-o como ponto de partida para os novos leitores de Love and Rockets, intimidados pela complexidade das primeiras histórias e chamou-o de "tão essencial quanto o cânone de Hernandez".
Comics critic R. Fiore placed Love and Rockets X 7th on his list of best English non-strip comics of the 1990s.	O crítico de banda desenhada R. Fiore colocou Love and Rockets X em 7.º lugar na sua lista de bandas desenhadas sem tiras em inglês, dos anos 90.
He calls it "a comics equivalent of a Victor Hugo-style social novel" and praises Hernandez for successfully interweaving so many of the quasi-isolated ethnic social milieus of Los Angeles into one narrative, though he found weakness in Hernandez's grasp of their various speech patterns and suggested actual South Americans would have been more appropriate to the real political background than the fictional Palomarians.	Chama-a de "um equivalente em banda-desenhada de um romance social ao estilo de Victor Hugo" e elogia Hernandez por entrelaçar, com sucesso, tantos dos meios sociais étnicos quase isolados de Los Angeles numa narrativa, embora tenha encontrado falhas na compreensão de Hernandez sobre os seus vários padrões de fala, e sugeriu que sul-americanos reais teriam sido mais apropriados ao contexto político real do que palomarianos ficcionais.
Reviewer Tom Knapp considered the work "confusing" and "one of the low points" in the Love and Rockets series.	O crítico Tom Knapp considerou o trabalho "confuso" e "um dos pontos baixos" na série Love and Rockets.
Douglas Wolk called Love and Rockets X "the prime example of Gilbert's fascinations as a storyteller". F. Vance Neill saw it as an early example of Hernandez's concern with "the values of trust, loyalty, honesty, and community" and "the consequences of failing to adhere to these values" that he explored later in works such as Speak of the Devil (2008) and The Troublemakers (2009).	Douglas Wolk chamou a Love and Rockets X de "o melhor exemplo dos fascínios de Gilbert enquanto contador de histórias". F. Vance Neill viu-o como um exemplo precoce da preocupação de Hernandez com "os valores da confiança, lealdade, honestidade e comunidade" e "as consequências de não aderir a estes valores", que explorou mais tarde em trabalhos como Speak of the Devil (2008) e The Troublemakers (2009).
The story's Los Angeles setting anticipated that of Hernandez's post-Palomar stories featuring Luba and her family.	O contexto de Los Angeles da história antecipou o contexto das histórias pós-Palomar de Hernandes, com Luba e a sua família.
Zeisler and Becker first described a syndrome with multiple lentigines, hypertelorism, pectus carinatum (protruding breastbone) and prognathism (protrusion of lower jaw) in 1936.	Zeisler e Becker descreveram inicialmente um síndrome com lentigines múltiplas, hipertelorismo, pectus carinatum (osso do esterno saliente) e prognatismo (protusão do maxilar inferior) em 1936.
Sporadic descriptions were added through the years.	Descrições esporádicas foram adicionadas ao longo dos anos.
In 1962, cardiac abnormalities and short stature were first associated with the condition.	Em 1962, anormalidades cardíacas e uma baixa estatura estavam, inicialmente, associadas à condição.
In 1966, three familial cases were added, a mother, her son and daughter.	Em 1966, acrescentaram-se três casos familiares, uma mãe, o seu filho e filha.
Another case of mother to two separate children, with different paternity of the two children, was added in 1968.	Outro caso, de uma mãe com dois filhos distintos, com pais diferentes, foi acrescentado em 1968.
It was believed as late as 2002 that Noonan Syndrome with Multiple Lentigines (NSML) was related to neurofibromatosis type I (von Recklinghausen syndrome).	Acreditou-se, tardiamente, em 2002 que a síndrome de Noonan com lentigines múltiplas (NSML) estava relacionada com com a neurofibromatose de tipo I (síndrome de von Recklinghausen).
In fact, since both ICD9 and ICD10 lack a specific diagnosis code for NSML, the diagnosis code for NF1 is still sometimes used for diagnostic purposes, although it has been shown that the gene is not linked to the NF1 locus.	Na verdade, o ICD9 e o ICD10 não têm um código de diagnóstico para a NSML, o código de diagnóstico para NF1 ainda é, por vezes, utilizado para efeitos de diagnóstico, embora tenha sido demonstrado que o gene não está relacionado com o lócus NF1.
Hutchison married Mary Kaiakonui, a local resident of Kalaupapa, in 1881, in a ceremony blessed by Father Damien.	Hutchison casou com Mary Kaiakonui, uma residente local de Kalaupapa, em 1881, numa cerimónia realizada pelo seu Padre Damien.
